path,line,voltage_v,current_reading,current_read_attempts,current_read_warning,measured_current_mA,current_std_mA,current_sample_1_mA,current_sample_2_mA,current_sample_3_mA,current_sample_4_mA,current_sample_5_mA,current_sample_6_mA,current_sample_7_mA,current_sample_8_mA,current_sample_9_mA,current_sample_10_mA,expected_current_mA,relative_current_error,relative_current_std,voltage_before,voltage_after,current_layer,voltage,min_check_voltage,current_mA
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,10572,0.000000000000,-0.001784218064,1,,,,,,,,,,,,,,,,,,,,,,
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,10700,0.000000000000,-0.001792421365,1,,,,,,,,,,,,,,,,,,,,,,
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,10828,0.000000000000,-0.001702185049,1,,,,,,,,,,,,,,,,,,,,,,
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,10956,0.000000000000,-0.001759608159,1,,,,,,,,,,,,,,,,,,,,,,
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,11084,0.000000000000,-0.001776014762,1,,,,,,,,,,,,,,,,,,,,,,
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,11212,0.000000000000,-0.001915470887,1,,,,,,,,,,,,,,,,,,,,,,
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,11340,0.000000000000,-0.001751404858,1,,,,,,,,,,,,,,,,,,,,,,
results\ColumnPhaseOptimize\run_20260609_162958\heater_update_snapshots.csv,11468,0.000000000000,-0.001759608159,1,,,,,,,,,,,,,,,,,,,,,,
results\InputMZIResistanceCheck\run_20260723\all_128_port_currents.csv,76,4.332,,,,7.124028578362003,0.0,,,,,,,,,,,,,,,,,,,
results\InputMZIResistanceCheck\run_20260723\all_128_port_current_samples.csv,76,,,,,,,7.124028578362003,7.124028578362003,7.124028578362003,7.124028578362003,7.124028578362003,7.124028578362003,7.124028578362003,7.124028578362003,7.124028578362003,7.124028578362003,,,,,,,,,
results\InputMZIResistanceCheck\run_20260723\all_heater_current_diagnostics.csv,24,4.332,,,,7.124028578362003,0.0,,,,,,,,,,,7.988962576053296,-0.10826612209749358,0.0,,,,,,
results\InputMZIResistanceCheck\run_20260723\channel_3_4_path_heater_diagnostics.csv,9,4.332,,,,7.124028578362003,0.0,,,,,,,,,,,7.988962576053296,-0.10826612209749358,0.0,,,,,,
results\LayerwiseLossOptimize\run_20260615_175207\heater_update_log.csv,20,,,,,,,,,,,,,,,,,,,,4.293,4.318734816877368,3,,,
results\LayerwiseLossOptimize\run_20260615_175207\heater_update_log.csv,28,,,,,,,,,,,,,,,,,,,,4.319,4.319,3,,,
results\LayerwiseLossOptimize\run_20260615_175207\heater_update_log.csv,36,,,,,,,,,,,,,,,,,,,,4.319,4.404023190154716,3,,,
results\LayerwiseLossOptimize\run_20260615_175207\heater_update_log.csv,44,,,,,,,,,,,,,,,,,,,,4.404,4.404133487849082,3,,,
results\LayerwiseLossOptimize\run_20260615_175207\heater_update_log.csv,52,,,,,,,,,,,,,,,,,,,,4.404,4.404,3,,,
results\LayerwiseLossOptimize\run_20260615_175207\heater_update_log.csv,60,,,,,,,,,,,,,,,,,,,,4.404,4.416816545601647,3,,,
results\LayerwiseLossOptimize\run_20260615_175207\heater_update_log.csv,68,,,,,,,,,,,,,,,,,,,,4.417,4.417,3,,,
results\LayerwiseLossOptimize\run_20260615_175207\heater_update_log.csv,76,,,,,,,,,,,,,,,,,,,,4.417,4.41728290097784,3,,,
results\LayerwiseLossOptimize\run_20260615_175207\heater_update_log.csv,84,,,,,,,,,,,,,,,,,,,,4.417,4.417,3,,,
results\LayerwiseLossOptimize\run_20260615_175207\heater_update_log.csv,92,,,,,,,,,,,,,,,,,,,,4.417,4.417,3,,,
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,20,,,,,,,,,,,,,,,,,,,,3.502,3.502,3,,,
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,28,,,,,,,,,,,,,,,,,,,,3.502,3.503689557953868,3,,,
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,36,,,,,,,,,,,,,,,,,,,,3.504,3.504,3,,,
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,44,,,,,,,,,,,,,,,,,,,,3.504,3.504,3,,,
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,52,,,,,,,,,,,,,,,,,,,,3.504,3.504,3,,,
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,60,,,,,,,,,,,,,,,,,,,,3.504,3.5073980651333283,3,,,
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,68,,,,,,,,,,,,,,,,,,,,3.507,3.507,3,,,
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,76,,,,,,,,,,,,,,,,,,,,3.507,3.524295916382487,3,,,
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,84,,,,,,,,,,,,,,,,,,,,3.524,3.535231744089581,3,,,
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,92,,,,,,,,,,,,,,,,,,,,3.535,3.536552094575549,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,92,,,,,,,,,,,,,,,,,,,,3.502,3.505312995691246,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,100,,,,,,,,,,,,,,,,,,,,3.505,3.5083547406095543,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,108,,,,,,,,,,,,,,,,,,,,3.508,3.5113486918492867,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,116,,,,,,,,,,,,,,,,,,,,3.511,3.514321338484325,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,124,,,,,,,,,,,,,,,,,,,,3.514,3.5172883726183093,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,132,,,,,,,,,,,,,,,,,,,,3.517,3.5202624933664532,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,140,,,,,,,,,,,,,,,,,,,,3.52,3.5231830922967693,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,148,,,,,,,,,,,,,,,,,,,,3.523,3.526143448087858,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,156,,,,,,,,,,,,,,,,,,,,3.526,3.529057549785734,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,164,,,,,,,,,,,,,,,,,,,,3.529,3.5312168129459764,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,172,,,,,,,,,,,,,,,,,,,,3.531,3.5337904505554443,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,180,,,,,,,,,,,,,,,,,,,,3.534,3.5367166711829015,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,188,,,,,,,,,,,,,,,,,,,,3.537,3.5396224713385056,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,196,,,,,,,,,,,,,,,,,,,,3.54,3.542516969010777,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,204,,,,,,,,,,,,,,,,,,,,3.543,3.5453377333315848,3,,,
results\LayerwiseLossOptimize\run_20260616_181448\upload_voltage_failure_log.csv,267,,,,,,,,,,,,,,,,,,,,,,,3.545,0.5,
results\LayerwiseLossOptimize\run_20260623_141324\upload_voltage_failure_log.csv,36,,,,,,,,,,,,,,,,,,,,,,,4.332,0.5,
