path,line,source,field,voltage_v
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer07_iter007.csv,76,csv,voltage,4.311
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer07_iter008.csv,76,csv,voltage,4.311
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer08_iter000.csv,76,csv,voltage,4.311
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer08_iter001.csv,76,csv,voltage,4.311
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer08_iter002.csv,76,csv,voltage,4.311
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer08_iter003.csv,76,csv,voltage,4.311
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer08_iter004.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_110550\inference_network_voltage.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_110550\inference_voltage_loaded.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_125935\inference_network_voltage.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_125935\inference_voltage_loaded.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_150856\inference_network_voltage.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_150856\inference_voltage_loaded.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_154320\inference_network_voltage.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_154320\inference_voltage_loaded.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_160509\inference_network_voltage.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_160509\inference_voltage_loaded.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_160739\inference_network_voltage.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_160739\inference_voltage_loaded.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_193925\inference_network_voltage.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_193925\inference_voltage_loaded.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_211008\inference_network_voltage.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260720_211008\inference_voltage_loaded.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260721_134247\inference_network_voltage.csv,76,csv,voltage,4.311
results\MNISTInputPassThroughTest\run_20260721_134247\inference_voltage_loaded.csv,76,csv,voltage,4.311
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,107,csv,voltage_before,4.308
results\LayerwiseLossOptimize\run_20260702_092754\voltage_state_layer03_iter003.csv,76,csv,voltage,4.308
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,100,csv,voltage_after,4.307573862693863
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,163,csv,voltage_before,4.307
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer03_iter011.csv,76,csv,voltage,4.307
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,155,csv,voltage_after,4.3066848831904165
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,92,csv,voltage_after,4.3034173722840965
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,147,csv,voltage_after,4.30330471248112
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,100,csv,voltage_before,4.303
results\LayerwiseLossOptimize\run_20260702_092754\voltage_state_layer03_iter002.csv,76,csv,voltage,4.303
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,155,csv,voltage_before,4.303
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer03_iter010.csv,76,csv,voltage,4.303
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,92,csv,voltage_before,4.299
results\LayerwiseLossOptimize\run_20260702_092754\voltage_state_layer03_iter001.csv,76,csv,voltage,4.299
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,84,csv,voltage_after,4.298624302136369
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,147,csv,voltage_before,4.298
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer03_iter009.csv,76,csv,voltage,4.298
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,139,csv,voltage_after,4.2979221807477455
results\LayerwiseLossOptimize\run_20260615_175207\heater_update_log.csv,20,csv,voltage_before,4.293
results\LayerwiseLossOptimize\run_20260615_175207\initial_voltage_plan.csv,12,csv,base_voltage,4.293
results\LayerwiseLossOptimize\run_20260615_175207\initial_voltage_plan.csv,12,csv,initial_voltage,4.293
results\LayerwiseLossOptimize\run_20260615_175207\voltage_state_layer03_iter000.csv,76,csv,voltage,4.293
results\LayerwiseLossOptimize\run_20260615_231845\initial_voltage_plan.csv,12,csv,base_voltage,4.293
results\LayerwiseLossOptimize\run_20260616_181448\initial_voltage_plan.csv,12,csv,base_voltage,4.293
results\LayerwiseLossOptimize\run_20260623_174638\initial_voltage_plan.csv,12,csv,base_voltage,4.293
results\LayerwiseLossOptimize\run_20260702_092754\heater_update_log.csv,84,csv,voltage_before,4.293
results\LayerwiseLossOptimize\run_20260702_092754\initial_voltage_plan.csv,12,csv,base_voltage,4.293
results\LayerwiseLossOptimize\run_20260702_092754\initial_voltage_plan.csv,12,csv,initial_voltage,4.293
results\LayerwiseLossOptimize\run_20260702_092754\voltage_state_layer03_iter000.csv,76,csv,voltage,4.293
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\initial_voltage_plan.csv,4,csv,base_voltage,4.293
results\LayerwiseLossOptimize\run_20260704_064718\initial_voltage_plan.csv,12,csv,base_voltage,4.293
results\LayerwiseLossOptimize\run_20260705_112145\initial_voltage_plan.csv,12,csv,base_voltage,4.293
results\LayerwiseLossOptimize\run_20260706_085735\initial_voltage_plan.csv,12,csv,base_voltage,4.293
results\LayerwiseLossOptimize\run_20260716_224053\initial_voltage_plan.csv,12,csv,base_voltage,4.293
results\LayerwiseLossOptimize\run_20260722_142903\initial_voltage_plan.csv,12,csv,base_voltage,4.293
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,139,csv,voltage_before,4.29
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer03_iter008.csv,76,csv,voltage,4.29
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,132,csv,voltage_after,4.289552777241119
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,123,csv,voltage_after,4.2870359527934605
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,132,csv,voltage_before,4.287
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer03_iter007.csv,76,csv,voltage,4.287
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,123,csv,voltage_before,4.283
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer03_iter006.csv,76,csv,voltage,4.283
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,117,csv,voltage_after,4.282839991411499
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,117,csv,voltage_before,4.277
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer03_iter005.csv,76,csv,voltage,4.277
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,107,csv,voltage_after,4.276906592223172
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,108,csv,voltage_after,4.275196170373756
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,114,csv,voltage_before,4.275
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer03_iter001.csv,76,csv,voltage,4.275
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,107,csv,voltage_before,4.275
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer03_iter004.csv,76,csv,voltage,4.275
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,99,csv,voltage_after,4.274936994746096
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,99,csv,voltage_before,4.266
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer03_iter003.csv,76,csv,voltage,4.266
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,90,csv,voltage_after,4.265916936222443
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,90,csv,voltage_before,4.25
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer03_iter002.csv,76,csv,voltage,4.25
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,83,csv,voltage_after,4.249968597566989
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,76,csv,voltage_after,4.216443902372682
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,83,csv,voltage_before,4.216
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer03_iter001.csv,76,csv,voltage,4.216
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,163,csv,voltage_before,4.207
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer03_iter007.csv,76,csv,voltage,4.207
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,155,csv,voltage_after,4.206673992666279
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\final_voltage.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\upload_voltage_failure_log.csv,358,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\upload_voltage_failure_log.csv,559,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer04_iter000.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer04_iter001.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer04_iter002.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer04_iter003.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer04_iter004.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer04_iter005.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer04_iter006.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer04_iter007.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter000.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter001.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter002.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter003.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter004.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter005.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter006.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter007.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter008.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter009.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter010.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter011.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter012.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter013.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter014.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter015.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter016.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter017.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter018.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer05_iter019.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter000.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter001.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter002.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter003.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter004.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter005.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter006.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter007.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter008.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter009.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter010.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter011.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter012.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter013.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter014.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter015.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter016.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter017.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter018.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer06_iter019.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter000.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter001.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter002.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter003.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter004.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter005.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter006.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter007.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter008.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter009.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter010.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter011.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter012.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter013.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter014.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter015.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter016.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter017.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter018.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer07_iter019.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer08_iter000.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer08_iter001.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer08_iter002.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer08_iter003.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer08_iter004.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer08_iter005.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer08_iter006.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer08_iter007.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer08_iter008.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer08_iter009.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer08_iter010.csv,76,csv,voltage,4.19
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,170,csv,voltage_after,4.18969876117178
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,114,csv,voltage_after,4.175000000000001
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,123,csv,voltage_before,4.175
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer03_iter002.csv,76,csv,voltage,4.175
results\LayerwiseLossOptimize\run_20260716_224053\initial_voltage_plan.csv,12,csv,initial_voltage,4.155252413484547
results\LayerwiseLossOptimize\run_20260716_224053\heater_update_log.csv,76,csv,voltage_before,4.155
results\LayerwiseLossOptimize\run_20260716_224053\voltage_state_layer03_iter000.csv,76,csv,voltage,4.155
results\LayerwiseLossOptimize\run_20260722_142903\heater_update_log.csv,20,csv,voltage_after,4.148
results\LayerwiseLossOptimize\run_20260722_142903\voltage_state_layer03_iter001.csv,76,csv,voltage,4.148
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,163,csv,voltage_after,4.141446266388815
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,170,csv,voltage_before,4.141
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer03_iter008.csv,76,csv,voltage,4.141
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,123,csv,voltage_after,4.136231432218292
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,131,csv,voltage_before,4.136
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer03_iter003.csv,76,csv,voltage,4.136
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,142,csv,voltage_after,4.133105135780095
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,147,csv,voltage_before,4.133
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer03_iter005.csv,76,csv,voltage,4.133
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,147,csv,voltage_after,4.120372139046968
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,155,csv,voltage_before,4.12
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer03_iter006.csv,76,csv,voltage,4.12
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,131,csv,voltage_after,4.116157226099956
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\heater_update_log.csv,142,csv,voltage_before,4.116
results\LayerwiseLossOptimizeBarInit\run_20260708_100039\voltage_state_layer03_iter004.csv,76,csv,voltage,4.116
results\LayerwiseLossOptimize\run_20260722_142903\heater_update_log.csv,20,csv,voltage_before,4.048
results\LayerwiseLossOptimize\run_20260722_142903\voltage_state_layer03_iter000.csv,76,csv,voltage,4.048
results\LayerwiseLossOptimize\run_20260722_142903\initial_voltage_plan.csv,12,csv,initial_voltage,4.047993868669838
Scandata\theta_voltage_adjustments.json,$.adjustment_results[4],json,voltage,3.858
Scandata\MZI_table.json,$.10.fit_params[0],json,half_power_voltage_v,3.761
Scandata-backup-04\theta_voltage_adjustments.json,$.adjustment_results[4],json,voltage,3.663
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,27,csv,voltage_after,3.632
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,34,csv,voltage_before,3.632
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\voltage_state_layer03_iter004.csv,76,csv,voltage,3.632
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,34,csv,voltage_after,3.6313392069859884
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\final_voltage.csv,76,csv,voltage,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,45,csv,voltage_after,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,56,csv,voltage_after,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,65,csv,voltage_after,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,81,csv,voltage_after,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,45,csv,voltage_before,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,56,csv,voltage_before,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,65,csv,voltage_before,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,71,csv,voltage_before,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,81,csv,voltage_before,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\upload_voltage_failure_log.csv,3,csv,voltage,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\voltage_state_layer03_iter005.csv,76,csv,voltage,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\voltage_state_layer03_iter006.csv,76,csv,voltage,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\voltage_state_layer03_iter007.csv,76,csv,voltage,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\voltage_state_layer03_iter008.csv,76,csv,voltage,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\voltage_state_layer03_iter009.csv,76,csv,voltage,3.631
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,71,csv,voltage_after,3.630997841630664
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,187,csv,voltage_after,3.5803941922210525
results\LayerwiseLossOptimize\run_20260704_064718\final_voltage.csv,76,csv,voltage,3.58
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,187,csv,voltage_before,3.579
results\LayerwiseLossOptimize\run_20260704_064718\upload_voltage_failure_log.csv,170,csv,voltage,3.579
results\LayerwiseLossOptimize\run_20260704_064718\voltage_state_layer03_iter014.csv,76,csv,voltage,3.579
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,180,csv,voltage_after,3.5789560095506854
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,173,csv,voltage_after,3.5773701513520404
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,180,csv,voltage_before,3.577
results\LayerwiseLossOptimize\run_20260704_064718\voltage_state_layer03_iter013.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\final_voltage.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\upload_voltage_failure_log.csv,452,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer04_iter000.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer04_iter001.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer04_iter002.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer04_iter003.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer04_iter004.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer04_iter005.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer05_iter000.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer05_iter001.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer05_iter002.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer05_iter003.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer05_iter004.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer05_iter005.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer05_iter006.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer05_iter007.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer05_iter008.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer05_iter009.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer05_iter010.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer05_iter011.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer05_iter012.csv,76,csv,voltage,3.577
