path,line,source,field,voltage_v
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer06_iter000.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer06_iter001.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer06_iter002.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer06_iter003.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer06_iter004.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer06_iter005.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer06_iter006.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer06_iter007.csv,76,csv,voltage,3.577
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,172,csv,voltage_after,3.5768719188464373
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,164,csv,voltage_after,3.576140167311131
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,172,csv,voltage_before,3.576
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer03_iter011.csv,76,csv,voltage,3.576
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,156,csv,voltage_after,3.5754584314953215
results\LayerwiseLossOptimize\run_20260623_174638\final_voltage.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer04_iter000.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer04_iter001.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer04_iter002.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer04_iter003.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer04_iter004.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer04_iter005.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer04_iter006.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer05_iter000.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer05_iter001.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer05_iter002.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer05_iter003.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer05_iter004.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer05_iter005.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer05_iter006.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer05_iter007.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer05_iter008.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer05_iter009.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer05_iter010.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer05_iter011.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer05_iter012.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer05_iter013.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer05_iter014.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer06_iter000.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer06_iter001.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer06_iter002.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer06_iter003.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer06_iter004.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer06_iter005.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer06_iter006.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer06_iter007.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer06_iter008.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer06_iter009.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer06_iter010.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer06_iter011.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer06_iter012.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer06_iter013.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer06_iter014.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer07_iter000.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer07_iter001.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer07_iter002.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer07_iter003.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer07_iter004.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer07_iter005.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer07_iter006.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer07_iter007.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer07_iter008.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer07_iter009.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer07_iter010.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer07_iter011.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer07_iter012.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer07_iter013.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer07_iter014.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer08_iter000.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer08_iter001.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer08_iter002.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer08_iter003.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,173,csv,voltage_before,3.575
results\LayerwiseLossOptimize\run_20260704_064718\voltage_state_layer03_iter012.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,164,csv,voltage_before,3.575
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer03_iter010.csv,76,csv,voltage,3.575
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,163,csv,voltage_after,3.574999956438722
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,219,csv,voltage_after,3.574526491850286
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,156,csv,voltage_before,3.574
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer03_iter009.csv,76,csv,voltage,3.574
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,148,csv,voltage_after,3.5739075187101945
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,139,csv,voltage_after,3.57207378415585
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,211,csv,voltage_after,3.5720369631229003
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,155,csv,voltage_after,3.572028802059802
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,219,csv,voltage_before,3.572
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer03_iter014.csv,76,csv,voltage,3.572
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,163,csv,voltage_before,3.572
results\LayerwiseLossOptimize\run_20260704_064718\voltage_state_layer03_iter011.csv,76,csv,voltage,3.572
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,148,csv,voltage_before,3.572
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer03_iter008.csv,76,csv,voltage,3.572
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,172,csv,voltage_after,3.5700476790454956
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,181,csv,voltage_after,3.5700156587095924
results\LayerwiseLossOptimize\run_20260705_112145\final_voltage.csv,76,csv,voltage,3.57
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,181,csv,voltage_before,3.57
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer03_iter012.csv,76,csv,voltage,3.57
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer04_iter000.csv,76,csv,voltage,3.57
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer04_iter001.csv,76,csv,voltage,3.57
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer04_iter002.csv,76,csv,voltage,3.57
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer04_iter003.csv,76,csv,voltage,3.57
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer04_iter004.csv,76,csv,voltage,3.57
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer04_iter005.csv,76,csv,voltage,3.57
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer04_iter006.csv,76,csv,voltage,3.57
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,164,csv,voltage_after,3.569289503581126
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,211,csv,voltage_before,3.569
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer03_iter013.csv,76,csv,voltage,3.569
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,172,csv,voltage_before,3.569
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer03_iter011.csv,76,csv,voltage,3.569
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,203,csv,voltage_after,3.5685313296108543
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,147,csv,voltage_after,3.5682404231061313
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,155,csv,voltage_before,3.568
results\LayerwiseLossOptimize\run_20260704_064718\voltage_state_layer03_iter010.csv,76,csv,voltage,3.568
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,156,csv,voltage_after,3.568
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,156,csv,voltage_before,3.568
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,164,csv,voltage_before,3.568
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer03_iter009.csv,76,csv,voltage,3.568
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer03_iter010.csv,76,csv,voltage,3.568
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,139,csv,voltage_before,3.568
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer03_iter007.csv,76,csv,voltage,3.568
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,148,csv,voltage_after,3.5678058150196263
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,131,csv,voltage_after,3.5675089435730083
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,139,csv,voltage_after,3.5662109263568875
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,148,csv,voltage_before,3.566
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer03_iter008.csv,76,csv,voltage,3.566
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,196,csv,voltage_after,3.5651001348079743
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,131,csv,voltage_after,3.5650869719918137
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,203,csv,voltage_before,3.565
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer03_iter012.csv,76,csv,voltage,3.565
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,139,csv,voltage_before,3.565
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer03_iter007.csv,76,csv,voltage,3.565
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,125,csv,voltage_after,3.5622669107021174
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,147,csv,voltage_before,3.562
results\LayerwiseLossOptimize\run_20260704_064718\voltage_state_layer03_iter009.csv,76,csv,voltage,3.562
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,131,csv,voltage_before,3.562
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer03_iter006.csv,76,csv,voltage,3.562
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,140,csv,voltage_after,3.5618810049942082
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,196,csv,voltage_before,3.561
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer03_iter011.csv,76,csv,voltage,3.561
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,187,csv,voltage_after,3.5607996539895073
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,131,csv,voltage_before,3.559
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer03_iter006.csv,76,csv,voltage,3.559
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,123,csv,voltage_after,3.5585256664183875
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,187,csv,voltage_before,3.557
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer03_iter010.csv,76,csv,voltage,3.557
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,140,csv,voltage_before,3.557
results\LayerwiseLossOptimize\run_20260704_064718\voltage_state_layer03_iter008.csv,76,csv,voltage,3.557
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,132,csv,voltage_after,3.5569278790139216
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,179,csv,voltage_after,3.556514690000382
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,125,csv,voltage_before,3.555
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer03_iter005.csv,76,csv,voltage,3.555
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,115,csv,voltage_after,3.5549489706256376
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,124,csv,voltage_after,3.5534798855597374
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,132,csv,voltage_before,3.553
results\LayerwiseLossOptimize\run_20260704_064718\voltage_state_layer03_iter007.csv,76,csv,voltage,3.553
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,171,csv,voltage_after,3.5520625615438433
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,179,csv,voltage_before,3.552
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer03_iter009.csv,76,csv,voltage,3.552
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,123,csv,voltage_before,3.551
results\LayerwiseLossOptimize\run_20260705_112145\upload_voltage_failure_log.csv,111,csv,voltage,3.551
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer03_iter005.csv,76,csv,voltage,3.551
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,115,csv,voltage_after,3.55070538181285
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,115,csv,voltage_after,3.5492504111182663
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,124,csv,voltage_before,3.549
results\LayerwiseLossOptimize\run_20260704_064718\voltage_state_layer03_iter006.csv,76,csv,voltage,3.549
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,115,csv,voltage_before,3.548
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer03_iter004.csv,76,csv,voltage,3.548
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,107,csv,voltage_after,3.547745669727215
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,171,csv,voltage_before,3.547
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer03_iter008.csv,76,csv,voltage,3.547
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,164,csv,voltage_after,3.54667821109003
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,204,csv,voltage_after,3.5453377333315848
results\LayerwiseLossOptimize\run_20260616_181448\final_voltage.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\upload_voltage_failure_log.csv,267,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer04_iter000.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer04_iter001.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer04_iter002.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer04_iter003.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer04_iter004.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer04_iter005.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer04_iter006.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer05_iter000.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer05_iter001.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer05_iter002.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer05_iter003.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer05_iter004.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer05_iter005.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer05_iter006.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer05_iter007.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer05_iter008.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer05_iter009.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer05_iter010.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer05_iter011.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer05_iter012.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer05_iter013.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer05_iter014.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer06_iter000.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer06_iter001.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer06_iter002.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer06_iter003.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer06_iter004.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer06_iter005.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer06_iter006.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer06_iter007.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer06_iter008.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer06_iter009.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer07_iter000.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer07_iter001.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer07_iter002.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer07_iter003.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer07_iter004.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer07_iter005.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer07_iter006.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer07_iter007.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer07_iter008.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer07_iter009.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer08_iter000.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer08_iter001.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer08_iter002.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer08_iter003.csv,76,csv,voltage,3.545
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,107,csv,voltage_after,3.544324576209109
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,115,csv,voltage_before,3.544
results\LayerwiseLossOptimize\run_20260704_064718\voltage_state_layer03_iter005.csv,76,csv,voltage,3.544
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,204,csv,voltage_before,3.543
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer03_iter014.csv,76,csv,voltage,3.543
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,196,csv,voltage_after,3.542516969010777
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,115,csv,voltage_before,3.542
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer03_iter004.csv,76,csv,voltage,3.542
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,107,csv,voltage_after,3.5418037295817872
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,164,csv,voltage_before,3.541
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer03_iter007.csv,76,csv,voltage,3.541
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,155,csv,voltage_after,3.540643317421412
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,196,csv,voltage_before,3.54
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer03_iter013.csv,76,csv,voltage,3.54
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,188,csv,voltage_after,3.5396224713385056
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,155,csv,voltage_before,3.539
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer03_iter006.csv,76,csv,voltage,3.539
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,107,csv,voltage_before,3.539
results\LayerwiseLossOptimize\run_20260706_085735\voltage_state_layer03_iter003.csv,76,csv,voltage,3.539
results\LayerwiseLossOptimize\run_20260706_085735\heater_update_log.csv,99,csv,voltage_after,3.5386967686834563
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,148,csv,voltage_after,3.538646165815211
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,99,csv,voltage_after,3.5382226570734163
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,107,csv,voltage_before,3.538
results\LayerwiseLossOptimize\run_20260704_064718\voltage_state_layer03_iter004.csv,76,csv,voltage,3.538
results\LayerwiseLossOptimize\run_20260615_231845\final_voltage.csv,76,csv,voltage,3.537
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,188,csv,voltage_before,3.537
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer03_iter012.csv,76,csv,voltage,3.537
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,107,csv,voltage_before,3.537
results\LayerwiseLossOptimize\run_20260705_112145\voltage_state_layer03_iter003.csv,76,csv,voltage,3.537
results\LayerwiseLossOptimize\run_20260705_112145\heater_update_log.csv,99,csv,voltage_after,3.536817296406568
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,180,csv,voltage_after,3.5367166711829015
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,92,csv,voltage_after,3.536552094575549
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,84,csv,voltage_after,3.535231744089581
results\LayerwiseLossOptimize\run_20260615_231845\heater_update_log.csv,92,csv,voltage_before,3.535
results\LayerwiseLossOptimize\run_20260615_231845\voltage_state_layer03_iter009.csv,76,csv,voltage,3.535
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,180,csv,voltage_before,3.534
results\LayerwiseLossOptimize\run_20260616_181448\voltage_state_layer03_iter011.csv,76,csv,voltage,3.534
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,172,csv,voltage_after,3.5337904505554443
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,19,csv,voltage_after,3.532254213609897
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,139,csv,voltage_after,3.5320371146536726
results\LayerwiseLossOptimize\run_20260623_174638\heater_update_log.csv,148,csv,voltage_before,3.532
results\LayerwiseLossOptimize\run_20260623_174638\voltage_state_layer03_iter005.csv,76,csv,voltage,3.532
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\heater_update_log.csv,27,csv,voltage_before,3.532
results\LayerwiseLossOptimize\run_20260703_092339_layer3_resume\voltage_state_layer03_iter003.csv,76,csv,voltage,3.532
results\LayerwiseLossOptimize\run_20260704_064718\heater_update_log.csv,91,csv,voltage_after,3.531498630497806
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,164,csv,voltage_after,3.5312168129459764
results\LayerwiseLossOptimize\run_20260616_181448\heater_update_log.csv,172,csv,voltage_before,3.531
