heater,power_w
5u,0.033921033738629154
5d,0.039661133404125665
6u,0.05146532809923104
6d,0.03679310997531374
7u,0.03724879724956614
7d,0.0446779877109645
8u,0.012938017747451722
8d,0.027419154330718218
