,0,1,2,3,4,5,6,7
0,1.0,6.99956709928656e-32,2.451886693310518e-33,9.193102635677209e-66,5.2695644896765696e-96,1.9757702234399936e-128,2.5918665821657516e-161,9.717943154893599e-194
1,7.229431476784424e-32,0.9591286764444571,0.04087132355554259,1.5324291833190753e-34,5.0595921779328845e-64,1.8970432162835643e-96,4.800521708967658e-129,1.7999073487262157e-161
2,1.532429183319077e-34,0.04087132355554259,0.9591286764444571,4.0790321018057836e-33,5.99751416362347e-32,2.248707634636838e-64,5.121376651876794e-96,1.9202086835870627e-128
3,9.193102635677215e-66,2.4518866933105187e-33,5.800708361079724e-32,0.0002542018797919167,0.9997457981202075,3.74844635226467e-33,4.917309067731771e-64,1.8436955946756455e-96
4,7.755438156115162e-98,2.0684480930273717e-65,3.748446352264673e-33,0.9997457981202075,0.0002542018797919167,1.7826880702480536e-33,5.828855319458642e-32,2.1854706967696758e-64
5,8.077287669071356e-130,2.1542883766986557e-97,2.248707634636838e-64,5.99751416362347e-32,2.0151140620276225e-34,0.02836851160369412,0.9716314883963056,3.6430345746616487e-33
6,7.57124449941485e-163,2.0193219172678378e-130,1.897043216283565e-96,5.059592177932886e-64,3.64303457466165e-33,0.9716314883963056,0.02836851160369412,5.350386233209292e-32
7,4.087817281771993e-195,1.090259207915738e-162,1.9757702234399936e-128,5.2695644896765696e-96,2.1854706967696758e-64,5.82885531945864e-32,1.4956452619297438e-33,0.9531071294616571
