heater,power_w
5u,0.035140713943148646
5d,0.039756635887825964
6u,0.047279974979450995
6d,0.0384240024093351
7u,0.03653222983064055
7d,0.043863780764076946
8u,0.016003349689324476
8d,0.029054318973646222
