heater,power_w
5u,0.0339605761584255
5d,0.03984800484160305
6u,0.04811860631426169
6d,0.037767813624260065
7u,0.0376817213364662
7d,0.04442995437543832
8u,0.015053537401700925
8d,0.02880876090239368
