mzi_id,probe_arm,eta_ref,eta_cur,delta_eta,delta_Delta,beta_ref,beta_cur,delta_beta,sigma_coeff,delta_Sigma,theta_u,theta_d,delta_fit_rmse_uW,sigma_fit_rmse_uW,warning
5,u,1.529009515374609,-2.7697527208893664,1.9844230709156108,1.9844230709156108,0.012862127118823174,0.427660187624225,0.4147980605054018,2.0,0.8295961210108036,1.4070095959632072,-0.5774134749524036,0.038923092347954845,2.340522081257104,Delta phase jump may be too large; Delta low visibility
6,u,1.5443361559529007,-1.5803328408021002,-3.124668996755001,-3.124668996755001,0.2727066879019011,0.8483770732753264,0.5756703853734253,2.0,1.1513407707468506,-0.9866641130040752,2.138004883750926,10.97545224148233,0.9480090746112015,Delta phase jump may be too large
7,u,0.9095692643737046,1.4446673312220017,0.5350980668482972,0.5350980668482972,0.24041540938578887,1.051729374270531,0.8113139648847421,2.0,1.6226279297694841,1.0788629983088907,0.5437649314605935,0.008252219343358645,0.025030218445433332,Sigma low visibility
8,u,-0.4310074228714367,3.0870601735923264,-2.765117710715823,-2.765117710715823,0.9949921030863456,0.06373621654113126,-0.9312558865452143,2.0,-1.8625117730904286,-2.313814741903126,0.45130296881269727,1.0308332424887865,0.04150181481107171,Delta phase jump may be too large; Sigma low visibility
