theta,error_rad
theta5u,-0.3847002100099246
theta5d,0.6658908414904552
theta6u,0.9231115156410024
theta6d,-0.1055558309971456
theta7u,0.026966851795370506
theta7d,-0.1335986209157003
theta8u,-1.3888373018300406
theta8d,-0.9571116434415075
