heater,power_w
5u,0.03323836055433154
5d,0.03791817030677903
6u,0.03601891707280445
6d,0.03510699368659169
7u,0.03311792466134545
7d,0.03770868528682376
8u,0.0291204264845646
8d,0.0379277357215813
