theta,error_rad
theta5u,-0.4221663108063005
theta5d,0.6435814982698873
theta6u,0.3349979763951092
theta6d,-0.1343083479131053
theta7u,-0.03581930632831476
theta7d,-0.42239517137462945
theta8u,-1.1789779366524087
theta8d,-0.7634348605372372
