heater,power_w
5u,0.03569847831378174
5d,0.03966260317939207
6u,0.05126078121409971
6d,0.0389667862148055
7u,0.036736231408489334
7d,0.04476820216657908
8u,0.01390774531750995
8d,0.028502877918238117
