theta,error_rad
theta5u,0.3343214373966372
theta5d,-0.12827652638405374
theta6u,2.620253306269701
theta6d,-1.550789670885098
theta7u,-0.1512866709598617
theta7d,-0.41866935640895164
theta8u,-1.0390996215266846
theta8d,-0.6216380756872892
