theta,error_rad
theta5u,-0.44781250192031585
theta5d,0.9772001336415279
theta6u,0.8996113733154587
theta6d,-0.06617527189535366
theta7u,0.18307472890521126
theta7d,0.30580146151907206
theta8u,-1.847141186935147
theta8d,-1.4046672003403065
