theta,value_rad
theta5u,0.6446852948331836
theta5d,0.18834101128119052
theta6u,1.5869294208648403
theta6d,-1.2492913216641073
theta7u,1.3642206040638092
theta7d,0.10366035352813352
theta8u,-2.298045209620688
theta8d,0.3053462936105644
