heater,power_w
5u,0.03467296621808234
5d,0.03968154258295748
6u,0.05231874771387294
6d,0.03739277886647644
7u,0.03719214166443016
7d,0.04407434404963249
8u,0.014938017747451722
8d,0.028916799273369105
