iter,theta5u,theta5d,theta6u,theta6d,theta7u,theta7d,theta8u,theta8d
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.6537586444110954,-0.1613199159056155,0.1049320885832139,0.0703850116860036,0.8999963048749433,-0.4908577089474986,-1.1344757982841105,1.5606628403911915
2,1.4950100531169137,-0.9772001336415276,0.1475861778811387,0.0661752718953536,0.8641228222913866,-0.305801461519072,-1.2944514666546465,1.4046672003403065
3,0.8135112621714224,-0.19041558321641,0.8754248416361059,-0.5959095476271767,0.8167529824737647,-0.0407238709952793,-1.4399937778712597,1.2695472270362764
4,0.4523780003013202,0.3709089221200736,1.727627876189028,-1.2928684497506824,0.7284714973644375,0.171401957246231,-1.532093481111117,1.1741800615561708
5,1.6681751957062487,-1.0662781139361326,0.3728779403371205,0.3409891697590939,0.6534912851828292,0.3150188146154669,-1.5659272025470798,1.139111884162804
6,1.4072148971374991,-0.7060830853391868,-0.0880389826760956,-0.1634819945663461,0.9351353369727852,0.1271733912607726,-1.8921609397755388,0.8126295678984627
7,1.431897761206522,-0.6658908414904552,0.124086035555595,0.1055558309971456,1.0202306994012271,0.1335986209157003,-1.7527553517597525,0.9571116434415072
8,1.1509407715149749,-0.3134803499431911,0.0493578600899389,-0.2397004137922915,1.087988480293948,0.1857487851634776,-1.8498056070139317,0.8660941354902345
9,0.677248434014663,0.1947271297790624,0.4570698985671764,0.374794970710163,0.6955931328406613,-0.0322827750706538,-1.923514043450531,0.7900806542035661
10,1.9043019444134976,-0.1585560242832917,0.4225338545714225,0.3383725047005215,0.2787181815661297,-0.5304267679660652,-2.021802155517186,0.6965067539504037
11,0.8122687877426027,0.0429291966492644,0.246720647192375,0.0393000905043443,1.3327837882196365,0.2336233795997824,-2.0248702894357744,0.6999059773021696
12,0.7128761137999606,0.1282765263840537,-1.573055755073104,1.550789670885098,1.1984842221564591,0.4186693564089516,-2.102493032063109,0.6216380756872892
13,0.70151323685515,0.1199182822361608,0.4302601476156757,-0.4636742562017808,1.2703078952519569,0.3425553734888442,0.6384981857676171,-2.19651637905131
14,0.6446852948331836,0.1883410112811905,1.5869294208648403,-1.2492913216641073,1.3642206040638092,0.1036603535281335,-2.298045209620688,0.3053462936105644
15,1.4693638620028984,-0.6435814982698873,0.7121995748014882,0.1343083479131053,1.0830168575249126,0.4223951713746294,-1.962614716937385,0.7634348605372372
16,0.956203944548872,-0.081929781417203,1.1044659648612094,-0.2781961701499713,1.2349557759862226,0.3648043636616225,-2.055916408259538,0.674519706047155
17,0.6659160612267772,0.2023311541344301,1.7040359492599495,-1.0764526917884427,1.1446551404639078,0.4937098395582082,-2.126638481054481,0.6083324882506704
18,1.3866479743063436,-0.5803241576123193,0.679740246502746,0.3804382413406282,1.718616185219103,1.3196357515204618,-2.1600038314613457,0.5771519429802634
19,0.7061568634233302,0.1391992519585834,1.445948097119603,-1.170508701979538,1.180507854925545,0.4111269810705034,-2.302530787925152,0.4511661808805458
