theta,error_rad
theta5u,-0.36001734594090173
theta5d,0.7060830853391868
theta6u,1.1352365338726935
theta6d,0.16348199456634616
theta7u,0.11206221422381235
theta7d,-0.12717339126077265
theta8u,-1.2494317138142534
theta8d,-0.8126295678984627
