theta,error_rad
theta5u,0.23368628902517496
theta5d,0.19041558321641006
theta6u,0.17177270956049195
theta6d,0.5959095476271767
theta7u,0.2304445687228327
theta7d,0.0407238709952793
theta8u,-1.701598875718533
theta8d,-1.2695472270362764
