heater,power_w
5u,0.035180241753720295
5d,0.039042874584178724
6u,0.04053258095566068
6d,0.03804261947034181
7u,0.03524099086131833
7d,0.04194893282911848
8u,0.02110477645527818
8d,0.032221810321236596
