heater,power_w
5u,0.035158367820964834
5d,0.039943606525922846
6u,0.051830959802293276
6d,0.039125639042852454
7u,0.03698530024280814
7d,0.04510347066248183
8u,0.01099501783543281
8d,0.026868978321319282
