heater,power_w
5u,0.0340835594132493
5d,0.039778015482778005
6u,0.049465328099231036
6d,0.037662751668491846
7u,0.037307007245052606
7d,0.04477660663871264
8u,0.013578969833169207
8d,0.027852782862496702
