heater,power_w
5u,0.0347558967673358
5d,0.03994524890687249
6u,0.046243580131455055
6d,0.038863615127509195
7u,0.03608822731990542
7d,0.04350070413844362
8u,0.01726342916414224
8d,0.029804962373562238
