x_power,dp,pow(uW),v_primary,v_secondary,p_primary,p_secondary,scan_type
0.0,0.0,95.33138,4.191,0.0,0.03416308959859963,0.0,phase_coarse
0.0013710184745141163,0.25,110.6366,4.274,0.84,0.03552964383589979,0.0013710184745141163,phase_coarse
0.002742316748716909,0.5,124.1873,4.355,1.188,0.036889106567070264,0.002742316748716909,phase_coarse
0.004113492610555907,0.75,134.7689,4.435,1.455,0.038256837535365594,0.004113492610555907,phase_coarse
0.005484073898056465,1.0,141.85909999999998,4.513,1.68,0.039614345531577104,0.005484073898056465,phase_coarse
0.006852923924983339,1.25,145.0591,4.59,1.878,0.040977663272388005,0.006852923924983339,phase_coarse
0.008221542728556379,1.5,144.3647,4.666,2.057,0.042345892163220177,0.008221542728556379,phase_coarse
0.009593406431296704,1.75,138.7824,4.741,2.222,0.043718145279554886,0.009593406431296704,phase_coarse
0.01096003554819471,2.0,129.303,4.814,2.375,0.04507481886651526,0.01096003554819471,phase_coarse
0.01232937522457677,2.25,115.8145,4.886,2.519,0.04643321378724545,0.01232937522457677,phase_coarse
0.0136966319477209,2.5,99.98836,4.957,2.655,0.0477924897974646,0.0136966319477209,phase_coarse
0.015059938443315877,2.75,82.7991,5.027,2.784,0.04915181832295132,0.015059938443315877,phase_coarse
0.016431361072935857,3.0,65.12082000000001,5.096,2.908,0.050510382459543625,0.016431361072935857,phase_coarse
0.01780367167795671,3.25,48.21212,5.164,3.027,0.05186737697313904,0.01780367167795671,phase_coarse
0.01916993355776333,3.5,32.76908,5.231,3.141,0.05322200829969453,0.01916993355776333,phase_coarse
0.020536133259861353,3.75,19.722810000000003,5.298,3.251,0.05459410192521669,0.020536133259861353,phase_coarse
0.021910188726829646,4.0,19.7456,2.993,3.358,0.017423494073957883,0.021910188726829646,phase_coarse
0.02327490587918836,4.25,10.14676,3.108,3.461,0.018788142201546825,0.02327490587918836,phase_coarse
0.024639317972164287,4.5,3.862076,3.219,3.561,0.020154116825893978,0.024639317972164287,phase_coarse
0.02599992750964896,4.75,1.345247,3.326,3.658,0.02151623644060069,0.02599992750964896,phase_coarse
0.027367924536136057,5.0,3.020004,3.43,3.753,0.022882847083188218,0.027367924536136057,phase_coarse
0.028741093970756873,5.25,9.062631999999999,3.531,3.846,0.02425030769510616,0.028741093970756873,phase_coarse
0.03010196970655647,5.5,19.080450000000003,3.629,3.936,0.02561508224833921,0.03010196970655647,phase_coarse
0.031463039747695425,5.75,32.386579999999995,3.725,4.024,0.02698822812422235,0.031463039747695425,phase_coarse
0.03282225222979012,6.0,47.53744,3.818,4.11,0.028352650630661797,0.03282225222979012,phase_coarse
0.034193902196657154,6.25,63.725030000000004,3.909,4.195,0.02972029796353104,0.034193902196657154,phase_coarse
0.035560371983176874,6.5,79.99771,3.998,4.278,0.031089046172009013,0.035560371983176874,phase_coarse
0.0369197263081693,6.75,95.55619,4.085,4.359,0.032456817985512455,0.0369197263081693,phase_coarse
0.0382873250087107,7.0,110.0258,4.17,4.439,0.03382158281369596,0.0382873250087107,phase_coarse
0.039644679931761136,7.25,122.6322,4.253,4.517,0.035181356746451925,0.039644679931761136,phase_coarse
0.04100782321087105,7.5,132.9008,4.335,4.594,0.036551063844815226,0.04100782321087105,phase_coarse
0.04237585715537261,7.75,139.1737,4.415,4.67,0.03791257078140048,0.04237585715537261,phase_coarse
0.04374789573291836,8.0,140.6476,4.494,4.745,0.03928149015075047,0.04374789573291836,phase_coarse
0.04510433936392718,8.25,137.6269,4.571,4.818,0.040639116792566446,0.04510433936392718,phase_coarse
0.04646248705276218,8.5,130.6495,4.647,4.89,0.04200172849478024,0.04646248705276218,phase_coarse
0.04782149940035735,8.75,120.22200000000001,4.722,4.961,0.043368438332873155,0.04782149940035735,phase_coarse
0.04918054866596696,9.0,106.9841,4.796,5.031,0.04473837105238595,0.04918054866596696,phase_coarse
0.05053881876716577,9.25,92.03271,4.869,5.1,0.04611066306891885,0.05053881876716577,phase_coarse
0.024143652823674134,4.396809809661,2.83909,3.497,3.525,0.02378554368723342,0.024143652823674134,phase_fine
0.024404626268020032,4.446809809661,3.016864,3.517,3.544,0.0240583896773251,0.024404626268020032,phase_fine
0.024667002596916097,4.496809809661,3.367281,3.537,3.563,0.02433279167534431,0.024667002596916097,phase_fine
0.02493078181036233,4.546809809661,3.8875219999999997,3.556,3.582,0.024594914825805433,0.02493078181036233,phase_fine
0.025195963908358737,4.596809809661,4.584371,3.575,3.601,0.024858442273421145,0.025195963908358737,phase_fine
0.02546254889090531,4.646809809661,5.458464,3.594,3.62,0.025123374018191445,0.02546254889090531,phase_fine
0.025730536758002052,4.696809809661,6.523881,3.613,3.639,0.025389710060116342,0.025730536758002052,phase_fine
0.02599992750964896,4.746809809661,7.740819000000001,3.632,3.658,0.025657450399195834,0.02599992750964896,phase_fine
0.026270721145846044,4.796809809661,9.151637000000001,3.651,3.677,0.02592659503542991,0.026270721145846044,phase_fine
0.026542917666593297,4.846809809661,10.790939999999999,3.67,3.696,0.026197143968818584,0.026542917666593297,phase_fine
0.02681651707189071,4.896809809661,12.54639,3.689,3.715,0.026469097199361854,0.02681651707189071,phase_fine
