v,pow(uW),current(mA)
0.000000000000,178.622900000000,-0.022754845442
0.100000000000,177.980500000000,0.174674010370
0.200000000000,177.951200000000,0.372201305799
0.300000000000,178.031700000000,0.559873028356
0.400000000000,178.716000000000,0.759535671720
0.500000000000,179.508800000000,0.955925156995
0.600000000000,179.668600000000,1.155587800358
0.700000000000,179.680900000000,1.351977285634
0.800000000000,179.450300000000,1.551639928997
0.900000000000,177.722600000000,1.748029414272
1.000000000000,155.548600000000,1.944418899547
1.100000000000,178.155200000000,2.140808384823
1.200000000000,177.176100000000,2.337197870098
1.300000000000,174.774300000000,2.533587355373
1.400000000000,167.795000000000,2.726703682561
1.500000000000,167.634500000000,2.923093167836
1.600000000000,155.619200000000,3.116209495023
1.700000000000,156.055500000000,3.312598980299
1.800000000000,147.231500000000,3.505715307486
1.900000000000,137.964200000000,3.698831634674
2.000000000000,126.712100000000,3.888674803773
2.100000000000,114.788100000000,4.081791130960
2.200000000000,100.983600000000,4.271634300060
2.300000000000,86.526250000000,4.461477469159
2.400000000000,71.774380000000,4.651320638259
2.500000000000,110.667900000000,4.841163807358
2.600000000000,88.368790000000,5.027733818370
2.700000000000,22.351000000000,5.214303829381
2.800000000000,18.544970000000,5.400873840393
2.900000000000,5.322805000000,5.587443851404
3.000000000000,3.300527000000,5.770740704328
3.100000000000,0.812726100000,5.954037557252
3.200000000000,2.603820000000,6.137334410175
3.300000000000,13.367750000000,6.320631263099
3.400000000000,20.367970000000,6.500654957935
3.500000000000,41.835530000000,6.683951810858
3.600000000000,55.196690000000,6.863975505694
3.700000000000,87.512930000000,7.040726042442
3.800000000000,99.469590000000,7.217476579190
3.900000000000,122.054900000000,7.394227115937
4.000000000000,141.858600000000,7.570977652685
4.100000000000,161.999300000000,7.747728189433
4.200000000000,171.510400000000,7.921205568093
4.300000000000,181.591700000000,8.094682946753
4.400000000000,173.285400000000,8.264887167325
4.500000000000,162.276200000000,8.435091387897
4.600000000000,135.073700000000,8.608568766556
4.700000000000,123.187400000000,8.778772987128
4.800000000000,93.611500000000,8.945704049612
4.900000000000,58.172490000000,9.115908270184
5.000000000000,38.251310000000,9.279566174580
