v,pow(uW),current(mA)
0.000000000000,146.089600000000,-0.030105869444
0.100000000000,145.994100000000,0.168561684886
0.200000000000,145.799200000000,0.364846261771
0.300000000000,146.143000000000,0.564508905135
0.400000000000,146.465600000000,0.764171548498
0.500000000000,146.691900000000,0.963834191861
0.600000000000,146.712200000000,1.160223677136
0.700000000000,147.173900000000,1.359886320500
0.800000000000,146.541400000000,1.556275805775
0.900000000000,146.561800000000,1.755938449138
1.000000000000,145.230000000000,1.952327934413
1.100000000000,144.022500000000,2.151990577777
1.200000000000,141.987500000000,2.348380063052
1.300000000000,139.511900000000,2.544769548327
1.400000000000,137.066900000000,2.741159033603
1.500000000000,133.123000000000,2.934275360790
1.600000000000,128.046700000000,3.130664846065
1.700000000000,122.334000000000,3.323781173253
1.800000000000,114.497600000000,3.516897500440
1.900000000000,104.916600000000,3.713286985715
2.000000000000,95.628810000000,3.903130154815
2.100000000000,84.916200000000,4.096246482002
2.200000000000,73.314110000000,4.286089651102
2.300000000000,60.855520000000,4.475932820201
2.400000000000,48.063900000000,4.669049147389
2.500000000000,35.638080000000,4.858892316488
2.600000000000,23.921430000000,5.045462327500
2.700000000000,14.113490000000,5.232032338511
2.800000000000,6.506642000000,5.418602349523
2.900000000000,1.724699000000,5.605172360534
3.000000000000,0.126238500000,5.791742371546
3.100000000000,5.915889000000,5.981585540645
3.200000000000,6.994854000000,6.158336077393
3.400000000000,27.352310000000,6.524929783240
3.500000000000,42.520780000000,6.704953478076
3.600000000000,60.031410000000,6.884977172912
3.700000000000,80.151260000000,7.061727709659
3.800000000000,100.621900000000,7.241751404495
3.900000000000,119.702900000000,7.418501941243
4.000000000000,136.254000000000,7.595252477991
4.100000000000,147.014300000000,7.768729856651
4.200000000000,152.390900000000,7.942207235310
4.300000000000,150.732200000000,8.118957772058
4.400000000000,142.488100000000,8.292435150718
4.500000000000,127.096700000000,8.459366213202
4.600000000000,104.990000000000,8.632843591862
4.700000000000,84.869930000000,8.803047812434
4.800000000000,49.210460000000,8.973252033006
4.900000000000,32.076300000000,9.140183095490
5.000000000000,14.192000000000,9.307114157974
