v,pow(uW),current(mA)
0.000000000000,157.973600000000,-0.025589511317
0.100000000000,157.338700000000,0.173570241100
0.200000000000,156.719300000000,0.368738883302
0.300000000000,156.632500000000,0.568401526665
0.400000000000,156.055600000000,0.768064170028
0.500000000000,154.622700000000,0.967726813392
0.600000000000,153.049600000000,1.164116298667
0.700000000000,149.909600000000,1.363778942030
0.800000000000,147.126300000000,1.563441585393
0.900000000000,143.853500000000,1.759831070669
1.000000000000,139.630100000000,1.959493714032
1.100000000000,134.240100000000,2.159156357395
1.200000000000,128.300900000000,2.355545842670
1.300000000000,122.264500000000,2.551935327946
1.400000000000,113.954000000000,2.748324813221
1.500000000000,105.881600000000,2.944714298496
1.600000000000,96.201540000000,3.141103783772
1.700000000000,86.650670000000,3.334220110959
1.800000000000,76.530530000000,3.530609596234
1.900000000000,65.363970000000,3.723725923422
2.000000000000,54.733020000000,3.916842250609
2.100000000000,43.917190000000,4.109958577797
2.200000000000,32.815390000000,4.303074904984
2.300000000000,23.034390000000,4.492918074083
2.400000000000,14.678090000000,4.682761243183
2.500000000000,7.184202000000,4.875877570370
2.600000000000,3.727213000000,5.062447581382
2.700000000000,2.287419000000,5.249017592393
2.800000000000,4.109435000000,5.438860761493
2.900000000000,9.374254000000,5.625430772504
3.000000000000,18.234660000000,5.812000783516
3.100000000000,30.603040000000,5.995297636440
3.200000000000,46.013460000000,6.178594489363
3.300000000000,63.761320000000,6.361891342287
3.400000000000,83.016920000000,6.545188195210
3.500000000000,103.462400000000,6.728485048134
3.600000000000,122.880100000000,6.908508742970
3.700000000000,141.498400000000,7.085259279718
3.800000000000,154.920600000000,7.265282974553
3.900000000000,164.899500000000,7.445306669389
4.000000000000,168.557100000000,7.618784048049
4.100000000000,165.685400000000,7.795534584797
4.200000000000,156.590000000000,7.972285121544
4.300000000000,141.741100000000,8.145762500204
4.400000000000,120.930100000000,8.319239878864
4.500000000000,96.798400000000,8.489444099436
4.600000000000,70.484910000000,8.662921478096
4.700000000000,45.056320000000,8.833125698668
4.800000000000,23.456420000000,9.003329919240
4.900000000000,8.608739000000,9.170260981724
5.000000000000,2.657390000000,9.337192044208
