v,pow(uW),current(mA)
0.000000000000,154.761500000000,-0.034789656123
0.100000000000,154.475200000000,0.175641432475
0.200000000000,153.980300000000,0.382196910078
0.300000000000,153.377200000000,0.591679027705
0.400000000000,152.538300000000,0.801161145332
0.500000000000,151.465800000000,1.010643262959
0.600000000000,149.729700000000,1.220125380586
0.700000000000,147.662200000000,1.429607498213
0.800000000000,145.309200000000,1.639089615840
0.900000000000,141.894100000000,1.845298575380
1.000000000000,137.991200000000,2.054780693007
1.100000000000,133.422600000000,2.260989652546
1.200000000000,127.920700000000,2.470471770173
1.300000000000,121.441800000000,2.676680729712
1.400000000000,113.584800000000,2.879616531163
1.500000000000,104.971200000000,3.089098648790
1.600000000000,95.223410000000,3.292034450241
1.700000000000,84.584010000000,3.498243409780
1.800000000000,73.272120000000,3.701179211231
1.900000000000,61.465480000000,3.904115012682
2.000000000000,49.704780000000,4.107050814134
2.100000000000,38.552760000000,4.306713457497
2.200000000000,28.109310000000,4.509649258948
2.300000000000,19.152190000000,4.709311902311
2.400000000000,12.037370000000,4.908974545674
2.500000000000,7.038153000000,5.105364030950
2.600000000000,4.462172000000,5.305026674313
2.700000000000,4.671248000000,5.501416159588
2.800000000000,8.001727000000,5.697805644864
2.900000000000,14.854630000000,5.890921972051
3.000000000000,25.485180000000,6.084038299238
3.100000000000,39.949090000000,6.277154626426
3.200000000000,57.749780000000,6.473544111701
3.300000000000,77.754400000000,6.663387280801
3.400000000000,98.195040000000,6.853230449900
3.500000000000,117.986400000000,7.043073619000
3.600000000000,135.205800000000,7.229643630011
3.700000000000,148.619900000000,7.419486799111
3.800000000000,158.344000000000,7.606056810122
3.900000000000,162.385500000000,7.789353663046
4.000000000000,159.406900000000,7.972650515969
4.100000000000,149.710800000000,8.155947368893
4.200000000000,132.955400000000,8.339244221817
4.300000000000,110.583100000000,8.519267916652
4.400000000000,85.332930000000,8.699291611488
4.500000000000,60.235940000000,8.879315306324
4.600000000000,37.768310000000,9.056065843071
4.700000000000,19.749900000000,9.236089537907
4.800000000000,7.886260000000,9.409566916567
4.900000000000,4.440099000000,9.586317453315
5.000000000000,11.217460000000,9.759794831975
