v,pow(uW),current(mA)
0.000000000000,149.060800000000,4.891253993430
0.100000000000,148.305300000000,0.166454150291
0.200000000000,147.995800000000,0.365613902707
0.300000000000,148.174700000000,0.570685317373
0.400000000000,148.312100000000,0.770347960737
0.500000000000,148.455700000000,0.970010604100
0.600000000000,148.703200000000,1.169673247463
0.700000000000,148.909800000000,1.369335890826
0.800000000000,148.668000000000,1.568998534190
0.900000000000,148.485800000000,1.768661177553
1.000000000000,147.803100000000,1.968323820916
1.100000000000,146.590800000000,2.164713306191
1.200000000000,144.934000000000,2.364375949555
1.300000000000,142.673200000000,2.560765434830
1.400000000000,139.460000000000,2.760428078193
1.500000000000,135.299500000000,2.956817563469
1.600000000000,130.220200000000,3.153207048744
1.700000000000,124.094400000000,3.349596534019
1.800000000000,116.739700000000,3.542712861207
1.900000000000,108.457400000000,3.739102346482
2.000000000000,98.756030000000,3.932218673669
2.100000000000,88.364610000000,4.125335000857
2.200000000000,77.071080000000,4.318451328044
2.300000000000,64.948540000000,4.511567655231
2.400000000000,52.631160000000,4.701410824331
2.500000000000,40.459500000000,4.894527151518
2.600000000000,28.819860000000,5.084370320618
2.700000000000,18.413480000000,5.270940331629
2.800000000000,9.831181000000,5.460783500729
2.900000000000,3.603373000000,5.647353511740
3.000000000000,0.376751800000,5.833923522752
3.100000000000,0.626799200000,6.020493533763
3.200000000000,4.681159000000,6.207063544775
3.300000000000,12.591700000000,6.390360397699
3.400000000000,24.229880000000,6.573657250622
3.500000000000,39.155250000000,6.756954103546
3.600000000000,56.693340000000,6.936977798382
3.700000000000,75.900400000000,7.117001493217
3.800000000000,95.581800000000,7.297025188053
3.900000000000,114.214800000000,7.477048882889
4.000000000000,130.618600000000,7.653799419636
4.100000000000,143.114100000000,7.830549956384
4.200000000000,150.222900000000,8.007300493132
4.300000000000,151.221500000000,8.180777871792
4.400000000000,145.221700000000,8.357528408540
4.500000000000,132.790600000000,8.531005787200
4.600000000000,114.128000000000,8.701210007771
4.700000000000,91.241520000000,8.874687386431
4.800000000000,66.165330000000,9.044891607003
4.900000000000,41.605300000000,9.211822669487
5.000000000000,20.820490000000,9.382026890059
