v,pow(uW),current(mA)
0.000000000000,161.912400000000,-0.024422657699
0.100000000000,160.310900000000,0.183407984342
0.200000000000,14.708520000000,0.376218381442
0.300000000000,161.688100000000,0.568066523120
0.400000000000,161.372200000000,0.764456008395
0.500000000000,160.471400000000,0.967391809846
0.600000000000,160.285700000000,1.163781295122
0.700000000000,159.253100000000,1.363443938485
0.800000000000,157.814800000000,1.559833423760
0.900000000000,155.849000000000,1.759496067123
1.000000000000,153.639500000000,1.955885552399
1.100000000000,150.656400000000,2.152275037674
1.200000000000,146.900900000000,2.351937681037
1.300000000000,142.367700000000,2.548327166313
1.400000000000,136.802800000000,2.744716651588
1.500000000000,130.349700000000,2.937832978775
1.600000000000,122.775800000000,3.134222464051
1.700000000000,113.994700000000,3.330611949326
1.800000000000,104.435800000000,3.523728276513
1.900000000000,93.814960000000,3.716844603701
2.000000000000,82.251560000000,3.909960930888
2.100000000000,70.256220000000,4.103077258076
2.200000000000,58.410220000000,4.292920427175
2.300000000000,46.473790000000,4.486036754362
2.400000000000,35.163760000000,4.675879923462
2.500000000000,24.829570000000,4.865723092561
2.600000000000,16.035090000000,5.052293103573
2.700000000000,9.288700000000,5.245409430760
2.800000000000,5.024763000000,5.428706283684
2.900000000000,3.729784000000,5.615276294695
3.000000000000,5.900702000000,5.798573147619
3.100000000000,11.849440000000,5.985143158631
3.200000000000,21.557750000000,6.168440011554
3.300000000000,35.008440000000,6.351736864478
3.400000000000,51.854170000000,6.535033717401
3.500000000000,70.855450000000,6.715057412237
3.600000000000,90.987050000000,6.895081107073
3.700000000000,111.118600000000,7.075104801909
3.800000000000,129.580300000000,7.255128496744
3.900000000000,145.265100000000,7.431879033492
4.000000000000,156.213900000000,7.608629570240
4.100000000000,161.914000000000,7.785380106988
4.200000000000,161.113900000000,7.958857485647
4.300000000000,152.995200000000,8.132334864307
4.400000000000,138.542900000000,8.305812242967
4.500000000000,121.245400000000,8.469470147363
4.600000000000,94.849520000000,8.646220684111
4.700000000000,69.628750000000,8.819698062771
4.800000000000,45.254200000000,8.986629125255
4.900000000000,24.387840000000,9.156833345827
5.000000000000,9.699083000000,9.323764408311
