theta,error_rad
theta5u,0.6898094033721849
theta5d,-0.8439028344131141
theta6u,0.25428104016247577
theta6d,-0.4043465972276721
theta7u,-0.22766314553850542
theta7d,-1.0760806408479424
theta8u,-0.21392261840124327
theta8d,-1.3571847740083927
