theta,value_rad
theta5u,-0.1409810972821326
theta5d,0.08699017414790866
theta6u,1.3232603103196072
theta6d,-1.7256716195285011
theta7u,0.5890939403491755
theta7d,-0.22971142720815685
theta8u,2.3406345786861547
theta8d,-0.08385008511084546
