theta,error_rad
theta5u,0.5216815929821346
theta5d,0.836638861893642
theta6u,1.2128844072154443
theta6d,0.09376595165174795
theta7u,0.7287016122143255
theta7d,0.2730024316071886
theta8u,3.1364330758848986
theta8d,-0.4653534048068164
