theta,error_rad
theta5u,0.6678728951569091
theta5d,-0.9181529927964567
theta6u,1.6975677816589894
theta6d,-2.200580784268391
theta7u,-1.2547603088535093
theta7d,-0.9567440210920206
theta8u,-0.5247368937732624
theta8d,-2.143418507565218
