theta,error_rad
theta5u,0.6772984131496935
theta5d,-0.9037493246671375
theta6u,-1.1592126920045838
theta6d,0.7479054218679866
theta7u,-1.2286054750708517
theta7d,-1.489613561063174
theta8u,-0.7561334421823651
theta8d,-2.395126646280382
