heater,power_w
5u,0.02762720193406829
5d,0.03951020022916228
6u,0.03357317630856643
6d,0.03390464091422216
7u,0.031033141869746
7d,0.03550291778549573
8u,0.04512042648456461
8d,0.040042808442927735
