heater,P_current_w,delta_P_raw_w,delta_P_applied_w,P_next_w,R_ohm,port,V_next_v,clipped,warning
5u,0.027923236238343738,-0.0021445083472199826,-0.00029603430427544916,0.02762720193406829,512.0640000350635,11,3.7612359048769393,False,
5d,0.039407176958838615,0.0007463130454010976,0.00010302327032366693,0.03951020022916228,509.8400242919656,7,4.488193561402685,False,
6u,0.033613600692501196,-0.00029283913224688047,-4.0424383934763164e-05,0.03357317630856643,514.1361980539365,12,4.154658255967733,False,
6d,0.03397996120395502,-0.0005456292994235088,-7.532028973285948e-05,0.03390464091422216,514.6538964400621,8,4.177218638508833,False,
7u,0.03127407971140487,-0.0017453829003474131,-0.0002409378416588677,0.031033141869746,511.3774400151507,13,3.9836727582693956,False,
7d,0.03575988025979646,-0.0018614672796415988,-0.0002569624743007301,0.03550291778549573,511.5557342129538,9,4.261657092547616,False,
8u,0.04312042648456461,0.01448824218172094,0.0020000000000000018,0.04512042648456461,514.1317715531885,14,4.816414101979253,False,
8d,0.03977208649507417,0.0019611425722048798,0.000270721947853568,0.040042808442927735,513.6152391977142,10,4.535040974077586,False,
