theta,error_rad
theta5u,0.7407735727775973
theta5d,-0.9243474603085149
theta6u,-0.027223978185536346
theta6d,-0.634147469059041
theta7u,-1.0314322989397597
theta7d,-0.9498817587383406
theta8u,0.6996013180398757
theta8d,-2.602048575644715
