theta,error_rad
theta5u,0.11470990647529344
theta5d,0.2600158802118835
theta6u,0.705091208098044
theta6d,-0.38344540784254466
theta7u,0.19380037544661644
theta7d,-0.2826278951533152
theta8u,2.372615904435694
theta8d,-0.926672196852286
