theta,error_rad
theta5u,0.6740880575771158
theta5d,-0.8759579236934525
theta6u,-0.11936034528744788
theta6d,-0.12104074361814332
theta7u,-0.5863731462197199
theta7d,-0.4942136333327909
theta8u,-0.03831550863578714
theta8d,-1.4198565547668074
