heater,power_w
5u,0.0285565083126108
5d,0.039141732871214065
6u,0.033558543228686157
6d,0.034044760626481235
7u,0.03096242577029356
7d,0.035791944782421335
8u,0.041120426484564605
8d,0.03918598608040893
