heater,power_w
5u,0.027923236238343738
5d,0.039407176958838615
6u,0.033613600692501196
6d,0.03397996120395502
7u,0.03127407971140487
7d,0.03575988025979646
8u,0.04312042648456461
8d,0.03977208649507417
