theta,error_rad
theta5u,1.4655794299642597
theta5d,-1.7398532757726775
theta6u,0.8950425798203012
theta6d,-1.3779325359004795
theta7u,-1.7569208244010934
theta7d,-1.5211125302486583
theta8u,1.8516213507917634
theta8d,-0.6830568931330299
