heater,power_w
5u,0.025413774255809044
5d,0.039780355107342416
6u,0.03515166210582809
6d,0.0338266574916679
7u,0.03229577693600934
7d,0.03648225539710968
8u,0.051120426484564614
8d,0.04255883158435312
