theta,error_rad
theta5u,0.8053217066886864
theta5d,-0.361551971743836
theta6u,0.9039323841504174
theta6d,0.31888254791978987
theta7u,0.40365507515865495
theta7d,0.22364510739569265
theta8u,0.9987879809527076
theta8d,0.03764528532169242
