theta,value_rad
theta5u,0.9324876447213044
theta5d,-0.2600158802118835
theta6u,0.34210634309855337
theta6d,0.38344540784254466
theta7u,0.8533971757499814
theta7d,0.2826278951533152
theta8u,0.7689767491540995
theta8d,0.926672196852286
