theta,error_rad
theta5u,1.18817864847873
theta5d,-0.08699017414790866
theta6u,-0.27606275912300937
theta6d,1.7256716195285016
theta7u,0.4581036108474219
theta7d,0.22971142720815685
theta8u,0.8009580749036385
theta8d,0.08385008511084546
