theta,error_rad
theta5u,0.7722396254763195
theta5d,-1.0445488761590713
theta6u,0.2802300889049576
theta6d,-0.7374593886937286
theta7u,-1.6050218325187566
theta7d,-1.4843555775677508
theta8u,1.8897795009118212
theta8d,-0.5251381853083226
