theta,error_rad
theta5u,0.6432194137853866
theta5d,-0.8624852969204992
theta6u,-1.0560387215077647
theta6d,0.7173933183980545
theta7u,-0.7995405168819527
theta7d,-0.4097201049736068
theta8u,-0.616338473129713
theta8d,-0.9981987501652068
