heater,power_w
5u,0.02668515882806278
5d,0.039652690841546566
6u,0.034098185802262454
6d,0.0338809488289593
7u,0.0315427761352187
7d,0.035966372875614355
8u,0.04712042648456461
8d,0.040952672147217026
