heater,power_w
5u,0.030782330919493756
5d,0.03809723580249513
6u,0.03363492554837197
6d,0.0343267436464804
7u,0.03147334641490925
7d,0.03646667181721011
8u,0.0331204264845646
8d,0.0377968482257024
