heater,P_current_w,delta_P_raw_w,delta_P_applied_w,P_next_w,R_ohm,port,V_next_v,clipped,warning
5u,0.02285587268013972,-0.00402324251199885,-0.00037765320497989974,0.022478219475159822,512.0640000350635,11,3.392681384703905,False,
5d,0.04130658658886678,-0.0002130999399449837,-2.0003237453679323e-05,0.0412865833514131,509.8400242919656,7,4.5879791476004685,False,
6u,0.055,0.021306545046866406,0.0,0.055,514.1361980539365,12,5.317658403185232,True,
6d,0.03518715610625817,-0.0005649624498521296,-5.3031821781471256e-05,0.0351341242844767,514.6538964400621,8,4.252283382021399,False,
7u,0.04290999293494637,0.00890651539844143,0.0008360356293195745,0.043746028564265946,511.3774400151507,13,4.7297708293345435,False,
7d,0.04488338970765838,0.007722567041146795,0.0007249009188641381,0.04560829062652252,511.5557342129538,9,4.830236287972722,False,
8u,0.055,-0.0035769778155076404,-0.0003357632884768147,0.054664236711523186,514.1317715531885,14,5.301379147080339,False,
8d,0.05169624132631279,0.015902673706452205,0.0014927501076755778,0.05318899143398837,513.6152391977142,10,5.226727136368715,False,
