heater,P_current_w,delta_P_raw_w,delta_P_applied_w,P_next_w,R_ohm,port,V_next_v,clipped,warning
5u,0.02333379698489057,-0.003969426418721854,-0.0004127934304037524,0.022921003554486816,512.0640000350635,11,3.4259335610791446,False,
5d,0.04119505576804277,0.0004044142276999041,4.205633730076236e-05,0.04123711210534353,509.8400242919656,7,4.585229573044174,False,
6u,0.054107630261158196,0.0192320232172269,0.0008923697388418042,0.055,514.1361980539365,12,5.317658403185232,True,
6d,0.03519680693187302,9.395796446384534e-05,9.77099116433039e-06,0.03520657792303735,514.6538964400621,8,4.256665656169373,False,
7u,0.04199411492881132,0.005522917380581902,0.000574345956033874,0.04256846088484519,511.3774400151507,13,4.665677930663154,False,
7d,0.04359610151171809,0.007265485667242463,0.0007555612412878596,0.04435166275300595,511.5557342129538,9,4.763228674248095,False,
8u,0.055,0.014882524806084927,0.0,0.055,514.1317715531885,14,5.317635511712454,True,
8d,0.05079036366605814,0.005048254488755379,0.0005249842340283237,0.05131534790008646,513.6152391977142,10,5.13384307183389,False,
