theta,value_rad
theta5u,0.7260013490890018
theta5d,0.13462795437275998
theta6u,0.43952487311191923
theta6d,0.4227380414421198
theta7u,0.9544261506169942
theta7d,0.2563953174332063
theta8u,1.2317271757366228
theta8d,0.884495894692499
