theta,error_rad
theta5u,0.8147655658840729
theta5d,-1.0821630956498884
theta6u,0.6215557691263855
theta6d,-1.1186251695387752
theta7u,-1.4133098042174523
theta7d,-1.2170637524510184
theta8u,0.792932610013183
theta8d,-1.2705849866350678
