theta,error_rad
theta5u,0.44556616996507525
theta5d,-0.32140416472558275
theta6u,0.49272328900232143
theta6d,-0.35767045055049307
theta7u,0.032712444921982886
theta7d,-0.32573814463371864
theta8u,1.0268262886639796
theta8d,-0.4054447426802086
