heater,P_current_w,delta_P_raw_w,delta_P_applied_w,P_next_w,R_ohm,port,V_next_v,clipped,warning
5u,0.023960290638423497,-0.013617846916683995,-0.0008238311918903514,0.023136459446533145,512.0640000350635,11,3.4419976715333194,False,
5d,0.04015588909356733,0.006115649979062711,0.000369975021915013,0.04052586411548234,509.8400242919656,7,4.545515102283834,False,
6u,0.03671868399106544,0.017192632630392137,0.001040092983735627,0.03775877697480107,514.1361980539365,12,4.406036091203831,False,
6d,0.03384387618563591,0.00242497367309378,0.00014670226237893658,0.03399057844801485,514.6538964400621,8,4.182509251695977,False,
7u,0.03393328673270799,0.01662028106130458,0.0010054677541948276,0.03493875448690282,511.3774400151507,13,4.226924511607727,False,
7d,0.03753614385491272,0.01501298681997534,0.0009082321824738296,0.03844437603738655,511.5557342129538,9,4.434686123071639,False,
8u,0.055,0.03305979926648971,0.0,0.055,514.1317715531885,14,5.317635511712454,True,
8d,0.04437935535044673,0.01768502793574485,0.0010698811443583603,0.04544923649480509,513.6152391977142,10,4.831502920793156,False,
