x_power,dp,pow(uW),v_primary,v_secondary,p_primary,p_secondary,scan_type
0.0,0.0,2.4469179999999997,4.332,0.0,0.03460818587946288,0.0,phase_coarse
0.0013785239990950732,0.25,4.557344,4.416,0.844,0.035963344085300004,0.0013785239990950732,phase_coarse
0.0027542941858730487,0.5,11.264940000000001,4.498,1.193,0.03731133951859664,0.0027542941858730487,phase_coarse
0.004130759115182183,0.75,22.05786,4.579,1.461,0.03866724461497929,0.004130759115182183,phase_coarse
0.00550756464250102,1.0,35.95579,4.658,1.687,0.040012980934897434,0.00550756464250102,phase_coarse
0.006883555443898916,1.25,52.10712,4.736,1.886,0.041364266374942824,0.006883555443898916,phase_coarse
0.0082601906722129,1.5,69.45567,4.813,2.066,0.0427202378615962,0.0082601906722129,phase_coarse
0.009632268466931127,1.75,77.68070999999999,4.888,2.231,0.044062012895361664,0.009632268466931127,phase_coarse
0.011007943828126854,2.0,102.9778,4.962,2.385,0.04540623145992428,0.011007943828126854,phase_coarse
0.012377333607870768,2.25,117.418,5.035,2.529,0.04675207474194524,0.012377333607870768,phase_coarse
0.013754655837852054,2.5,129.1004,5.107,2.666,0.04809873499313082,0.013754655837852054,phase_coarse
0.015128775285412541,2.75,137.1504,5.178,2.796,0.04944541553023245,0.015128775285412541,phase_coarse
0.016500425397402672,3.0,141.2849,5.248,2.92,0.05079133073504668,0.016500425397402672,phase_coarse
0.017872727677172753,3.25,140.39170000000001,5.317,3.039,0.05213570605441514,0.017872727677172753,phase_coarse
0.019250978810816867,3.5,135.6166,5.385,3.154,0.05347777800022463,0.019250978810816867,phase_coarse
0.0206172025772433,3.75,126.2739,5.452,3.264,0.054816794149407044,0.0206172025772433,phase_coarse
0.021991099474967902,4.0,124.9352,3.239,3.371,0.019347454535975726,0.021991099474967902,phase_coarse
0.023368942278043568,4.25,112.5378,3.35,3.475,0.02069624480834675,0.023368942278043568,phase_coarse
0.02474710826218526,4.5,97.27812999999999,3.458,3.576,0.022052199697432454,0.02474710826218526,phase_coarse
0.026122079204770006,4.75,80.48845,3.562,3.674,0.02339859438753517,0.026122079204770006,phase_coarse
0.027490441384836917,5.0,63.34345,3.663,3.769,0.024744334395801672,0.027490441384836917,phase_coarse
0.028863831255978887,5.25,46.35516,3.762,3.862,0.02609994073596612,0.028863831255978887,phase_coarse
0.030240089117179847,5.5,31.01342,3.858,3.953,0.02744899103689745,0.030240089117179847,phase_coarse
0.03161710171260686,5.75,18.17868,3.952,4.042,0.028802873074197488,0.03161710171260686,phase_coarse
0.032992802231610115,6.0,8.599629,4.044,4.129,0.030159506619383825,0.032992802231610115,phase_coarse
0.034365170308722985,6.25,2.901894,4.133,4.214,0.03150160991615449,0.034365170308722985,phase_coarse
0.03573223202366192,6.5,1.362908,4.221,4.297,0.032857358257731305,0.03573223202366192,phase_coarse
0.03710900658752533,6.75,4.055738,4.307,4.379,0.034209890359526804,0.03710900658752533,phase_coarse
0.03847728168287385,7.0,10.69387,4.391,4.459,0.03555730303378049,0.03847728168287385,phase_coarse
0.039852761587257195,7.25,20.80283,4.474,4.538,0.03691423717935923,0.039852761587257195,phase_coarse
0.04121666502974252,7.5,33.50167999999999,4.555,4.615,0.03826297212650466,0.04121666502974252,phase_coarse
0.042585358131739304,7.75,48.16825,4.635,4.691,0.039618808988442424,0.042585358131739304,phase_coarse
0.04395795843476787,8.0,63.662169999999996,4.713,4.766,0.04096347753150656,0.04395795843476787,phase_coarse
0.045333595091644315,8.25,79.44002,4.79,4.84,0.04231291695319123,0.045333595091644315,phase_coarse
0.04671140886648052,8.5,94.89668,4.866,4.913,0.0436662752450223,0.04671140886648052,phase_coarse
0.048071259966736744,8.75,108.37190000000001,4.941,4.984,0.04502271146357068,0.048071259966736744,phase_coarse
0.04943105881616194,9.0,119.5063,5.014,5.054,0.046362900507535734,0.04943105881616194,phase_coarse
0.05078999262405112,9.25,127.3534,5.086,5.123,0.047703983975981246,0.05078999262405112,phase_coarse
0.034023513735886225,6.171777821307,2.116827,4.293,4.193,0.03398785178746844,0.034023513735886225,phase_fine
0.03428366868838947,6.221777821307,2.1706890000000003,4.31,4.209,0.03425756410642281,0.03428366868838947,phase_fine
0.034544814471466394,6.271777821307,2.394878,4.327,4.225,0.03452834235805701,0.034544814471466394,phase_fine
0.03480695108511701,6.321777821307,2.7671900000000003,4.343,4.241,0.03478416620121262,0.03480695108511701,phase_fine
0.035070078529341304,6.371777821307,3.301746,4.359,4.257,0.03504093426155174,0.035070078529341304,phase_fine
0.03533419680413928,6.421777821307,3.9969840000000003,4.375,4.273,0.035298646539074365,0.03533419680413928,phase_fine
0.03559930590951096,6.471777821307,4.869044,4.391,4.289,0.03555730303378049,0.03559930590951096,phase_fine
0.03586540584545631,6.521777821307,5.877777999999999,4.407,4.305,0.03581690374567011,0.03586540584545631,phase_fine
0.036132496611975345,6.571777821307,7.055693,4.423,4.321,0.036077448674743245,0.036132496611975345,phase_fine
0.036400578209068064,6.621777821307,8.375661000000001,4.439,4.337,0.03633893782099988,0.036400578209068064,phase_fine
0.036669650636734476,6.671777821307,9.856492,4.455,4.353,0.036601371184440026,0.036669650636734476,phase_fine
