port,A,w,phi,C,R
41,0.1166018582454227,0.19394136558324,1.7617735130083267,0.1164578807064448,516.1140081105648
42,0.1354912873366376,0.1930899373737551,2.1618058159254665,0.1334649763277026,512.370944853706
43,0.149523277457506,0.1946113547373313,1.1474096271986054,0.1458890813209691,510.6686240341202
44,0.1246769374144855,0.1937613930485917,2.243460555740969,0.123906664860996,516.938297578114
45,0.1350788901235866,0.1935088764467167,1.4344367061096404,0.1349152480932767,510.2665304522994
46,0.1093017680427984,0.192041985779,1.296670499294919,0.1104627256887526,513.2853795163082
48,0.1005419959662402,0.1917105737341809,1.562746298177349,0.1001773960700234,509.76359703209
49,0.1308410641094092,0.192710693260254,1.4049995153607524,0.1287121347532968,514.9373460084231
