theta,value_rad
theta5u,0.3731094936194821
theta5d,0.8759579236934525
theta6u,1.1665578964840457
theta6d,0.12104074361814332
theta7u,1.6335706974163173
theta7d,0.4942136333327909
theta8u,3.1799081622255803
theta8d,1.4198565547668074
