input_channel,expected_output_channel,argmax_output_channel,diagonal_normalized_power,raw_total_power,identity_route_ok
1,1,1,0.9804488925172934,0.00016844631194999998,True
2,2,2,0.9726935249454829,0.0001650112763,True
3,3,3,0.7078012392973084,0.0001568885357,True
4,4,4,0.7357175885150334,0.0001739460929,True
5,5,5,0.9565929877644727,0.0001403452688,True
6,6,6,0.8787061861119027,0.00015261028329999999,True
7,7,7,0.9725192231435884,0.00010323538867999999,True
8,8,8,0.977801721777731,9.1590348028e-05,True
