input_channel,expected_output_channel,argmax_output_channel,diagonal_normalized_power,raw_total_power,identity_route_ok
1,1,1,0.9890181965360051,0.00029811028860000005,True
2,2,2,0.9809024544327295,0.0002629200272,True
3,3,3,0.7240952364188279,0.00024647337950000004,True
4,4,4,0.7279754106439997,0.00024610927427,True
5,5,5,0.9615307093480234,0.0002513185462,True
6,6,6,0.9753428912426054,0.0002355773565,True
7,7,7,0.9820913343602528,0.0002316151177,True
8,8,8,0.9849559913477423,0.000189188554247,True
