theta,value_rad
theta5u,0.34128171494830095
theta5d,0.15928362122502282
theta6u,0.2687649918434247
theta6d,0.29853445378382704
theta7u,-0.8791623595594777
theta7d,1.8215299581208222
theta8u,-0.6828916341710303
theta8d,2.0102381072290774
