theta,value_rad
theta5u,0.7193254771435522
theta5d,-0.34873032768683343
theta6u,0.11725773317433097
theta6d,0.29076181003761237
theta7u,0.6709331648215882
theta7d,0.0747816615302419
theta8u,0.7716425408381893
theta8d,0.558968438500024
